Provincia,Partido/Ciudad,Localidad,link Indec,Velocidad (Mbps),Accesos,Accesos Relativos
RIO NEGRO,25 de Mayo,Aguada de Guerra,62091010,6.0,2.0,0.0011625135868775468
RIO NEGRO,25 de Mayo,Aguada de Guerra,62091010,8.0,1.0,0.0005812567934387734
RIO NEGRO,25 de Mayo,Aguada de Guerra,62091010,10.0,8.0,0.004650054347510187
RIO NEGRO,25 de Mayo,Clemente Onelli,62091020,60.0,30.0,0.017437703803163198
RIO NEGRO,25 de Mayo,Colan Conhue,62091030,0.512,1.0,0.0005812567934387734
RIO NEGRO,25 de Mayo,Colan Conhue,62091030,2.0,1.0,0.0005812567934387734
RIO NEGRO,25 de Mayo,El Caín,62091040,2.0,4.0,0.0023250271737550936
RIO NEGRO,25 de Mayo,El Caín,62091040,4.0,38.0,0.022087758150673386
RIO NEGRO,25 de Mayo,El Caín,62091040,6.0,27.0,0.01569393342284688
RIO NEGRO,25 de Mayo,Ingeniero Jacobacci,62091050,0.512,1.0,0.0005812567934387734
RIO NEGRO,25 de Mayo,Ingeniero Jacobacci,62091050,2.0,5.0,0.0029062839671938666
RIO NEGRO,25 de Mayo,Ingeniero Jacobacci,62091050,3.0,1.0,0.0005812567934387734
RIO NEGRO,25 de Mayo,Ingeniero Jacobacci,62091050,3.5,32.0,0.01860021739004075
RIO NEGRO,25 de Mayo,Ingeniero Jacobacci,62091050,8.0,376.0,0.21855255433297877
RIO NEGRO,25 de Mayo,Ingeniero Jacobacci,62091050,15.0,230.0,0.13368906249091786
RIO NEGRO,25 de Mayo,Ingeniero Jacobacci,62091050,50.0,797.0,0.4632616643707023
RIO NEGRO,25 de Mayo,Los Menucos,62091060,0.5,1.0,0.0005812567934387734
RIO NEGRO,25 de Mayo,Los Menucos,62091060,0.512,1.0,0.0005812567934387734
RIO NEGRO,25 de Mayo,Los Menucos,62091060,10.0,21.0,0.01220639266221424
RIO NEGRO,25 de Mayo,Los Menucos,62091060,20.0,30.0,0.017437703803163198
RIO NEGRO,25 de Mayo,Maquinchao,62091070,0.5,2.0,0.0011625135868775468
RIO NEGRO,25 de Mayo,Maquinchao,62091070,0.512,1.0,0.0005812567934387734
RIO NEGRO,25 de Mayo,Maquinchao,62091070,1.0,1.0,0.0005812567934387734
RIO NEGRO,25 de Mayo,Maquinchao,62091070,4.0,400.0,0.23250271737550932
RIO NEGRO,25 de Mayo,Maquinchao,62091070,5.0,251.0,0.1458954551531321
RIO NEGRO,25 de Mayo,Maquinchao,62091070,6.0,39.0,0.02266901494411216
RIO NEGRO,25 de Mayo,Maquinchao,62091070,8.0,4.0,0.0023250271737550936
RIO NEGRO,25 de Mayo,Maquinchao,62091070,10.0,286.0,0.1662394429234892
RIO NEGRO,25 de Mayo,Maquinchao,62091070,15.0,2.0,0.0011625135868775468
RIO NEGRO,25 de Mayo,Maquinchao,62091070,25.0,3.0,0.0017437703803163198
RIO NEGRO,25 de Mayo,Maquinchao,62091070,50.0,2.0,0.0011625135868775468
RIO NEGRO,25 de Mayo,Maquinchao,62091070,500.0,4.0,0.0023250271737550936
RIO NEGRO,25 de Mayo,Pilquiniyeu,62091090,2.0,1.0,0.0005812567934387734
RIO NEGRO,25 de Mayo,Pilquiniyeu,62091090,4.0,15.0,0.008718851901581599
RIO NEGRO,9 de Julio,Comicó,62049010,2.0,2.0,0.0011625135868775468
RIO NEGRO,9 de Julio,Cona Niyeu,62049020,2.0,2.0,0.0011625135868775468
RIO NEGRO,9 de Julio,Ministro Ramos Mexía,62049030,0.512,1.0,0.0005812567934387734
RIO NEGRO,9 de Julio,Ministro Ramos Mexía,62049030,1.0,90.0,0.0523131114094896
RIO NEGRO,9 de Julio,Ministro Ramos Mexía,62049030,3.0,6.0,0.0034875407606326397
RIO NEGRO,9 de Julio,Ministro Ramos Mexía,62049030,10.0,60.0,0.034875407606326396
RIO NEGRO,9 de Julio,Prahuaniyeu,62049040,2.0,1.0,0.0005812567934387734
RIO NEGRO,9 de Julio,Sierra Colorada,62049050,0.512,1.0,0.0005812567934387734
RIO NEGRO,9 de Julio,Sierra Colorada,62049050,10.0,40.0,0.023250271737550933
RIO NEGRO,9 de Julio,Sierra Colorada,62049050,120.0,7.0,0.004068797554071414
RIO NEGRO,9 de Julio,Treneta,62049060,2.0,2.0,0.0011625135868775468
RIO NEGRO,9 de Julio,Yaminué,62049070,2.0,2.0,0.0011625135868775468
RIO NEGRO,Adolfo Alsina,El Cóndor,62007020,3.0,214.0,0.12438895379589748
RIO NEGRO,Adolfo Alsina,El Cóndor,62007020,5.0,6.0,0.0034875407606326397
RIO NEGRO,Adolfo Alsina,El Cóndor,62007020,8.0,409.0,0.23773402851645828
RIO NEGRO,Adolfo Alsina,Guardia Mitre,62007040,0.512,2.0,0.0011625135868775468
RIO NEGRO,Adolfo Alsina,Guardia Mitre,62007040,8.0,150.0,0.087188519015816
RIO NEGRO,Adolfo Alsina,Guardia Mitre,62007040,15.0,67.0,0.038944205160397816
RIO NEGRO,Adolfo Alsina,San Javier,62007080,0.512,1.0,0.0005812567934387734
RIO NEGRO,Adolfo Alsina,San Javier,62007080,10.0,330.0,0.1918147418347952
RIO NEGRO,Adolfo Alsina,Viedma,62007090,0.0,5.0,0.0029062839671938666
RIO NEGRO,Adolfo Alsina,Viedma,62007090,0.5,6.0,0.0034875407606326397
RIO NEGRO,Adolfo Alsina,Viedma,62007090,0.75,64.0,0.0372004347800815
RIO NEGRO,Adolfo Alsina,Viedma,62007090,3.0,1.0,0.0005812567934387734
RIO NEGRO,Adolfo Alsina,Viedma,62007090,3.5,984.0,0.5719566847437529
RIO NEGRO,Adolfo Alsina,Viedma,62007090,5.0,3.0,0.0017437703803163198
RIO NEGRO,Adolfo Alsina,Viedma,62007090,6.0,2.0,0.0011625135868775468
RIO NEGRO,Adolfo Alsina,Viedma,62007090,8.0,881.0,0.5120872350195593
RIO NEGRO,Adolfo Alsina,Viedma,62007090,9.0,2.0,0.0011625135868775468
RIO NEGRO,Adolfo Alsina,Viedma,62007090,10.0,1.0,0.0005812567934387734
RIO NEGRO,Adolfo Alsina,Viedma,62007090,12.0,38.0,0.022087758150673386
RIO NEGRO,Adolfo Alsina,Viedma,62007090,15.0,701.0,0.40746101220058006
RIO NEGRO,Adolfo Alsina,Viedma,62007090,20.0,2675.0,1.5548619224487186
RIO NEGRO,Adolfo Alsina,Viedma,62007090,30.0,10696.0,6.21712266262112
RIO NEGRO,Adolfo Alsina,Viedma,62007090,900.0,110.0,0.06393824727826507
RIO NEGRO,Avellaneda,Chimpay,62014030,0.512,2.0,0.0011625135868775468
RIO NEGRO,Avellaneda,Chimpay,62014030,2.0,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Chimpay,62014030,10.0,2.0,0.0011625135868775468
RIO NEGRO,Avellaneda,Chimpay,62014030,20.0,2.0,0.0011625135868775468
RIO NEGRO,Avellaneda,Chimpay,62014030,25.0,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Chimpay,62014030,30.0,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Chimpay,62014030,50.0,6.0,0.0034875407606326397
RIO NEGRO,Avellaneda,Chimpay,62014030,80.0,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Chimpay,62014030,150.0,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Choele Choel,62014040,0.0,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Choele Choel,62014040,0.512,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Choele Choel,62014040,0.75,7.0,0.004068797554071414
RIO NEGRO,Avellaneda,Choele Choel,62014040,3.5,37.0,0.02150650135723461
RIO NEGRO,Avellaneda,Choele Choel,62014040,5.0,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Choele Choel,62014040,8.0,107.0,0.06219447689794874
RIO NEGRO,Avellaneda,Choele Choel,62014040,10.0,8.0,0.004650054347510187
RIO NEGRO,Avellaneda,Choele Choel,62014040,15.0,341.0,0.1982085665626217
RIO NEGRO,Avellaneda,Choele Choel,62014040,20.0,13.0,0.007556338314704052
RIO NEGRO,Avellaneda,Choele Choel,62014040,25.0,1536.0,0.8928104347219558
RIO NEGRO,Avellaneda,Choele Choel,62014040,30.0,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Choele Choel,62014040,40.0,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Choele Choel,62014040,50.0,238.0,0.13833911683842806
RIO NEGRO,Avellaneda,Choele Choel,62014040,80.0,33.0,0.01918147418347952
RIO NEGRO,Avellaneda,Choele Choel,62014040,200.0,20.0,0.011625135868775466
RIO NEGRO,Avellaneda,Choele Choel,62014040,500.0,2.0,0.0011625135868775468
RIO NEGRO,Avellaneda,Coronel Belisle,62014050,0.512,4.0,0.0023250271737550936
RIO NEGRO,Avellaneda,Coronel Belisle,62014050,10.0,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Coronel Belisle,62014050,15.0,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Coronel Belisle,62014050,20.0,2.0,0.0011625135868775468
RIO NEGRO,Avellaneda,Coronel Belisle,62014050,25.0,216.0,0.12555146738277503
RIO NEGRO,Avellaneda,Coronel Belisle,62014050,50.0,51.0,0.029644096465377436
RIO NEGRO,Avellaneda,Coronel Belisle,62014050,80.0,2.0,0.0011625135868775468
RIO NEGRO,Avellaneda,Darwin,62014060,0.512,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Darwin,62014060,10.0,4.0,0.0023250271737550936
RIO NEGRO,Avellaneda,Darwin,62014060,25.0,141.0,0.08195720787486704
RIO NEGRO,Avellaneda,Darwin,62014060,50.0,33.0,0.01918147418347952
RIO NEGRO,Avellaneda,Darwin,62014060,80.0,2.0,0.0011625135868775468
RIO NEGRO,Avellaneda,Darwin,62014060,200.0,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Lamarque,62014070,0.512,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Lamarque,62014070,1.0,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Lamarque,62014070,2.0,6.0,0.0034875407606326397
RIO NEGRO,Avellaneda,Lamarque,62014070,5.0,15.0,0.008718851901581599
RIO NEGRO,Avellaneda,Lamarque,62014070,10.0,9.0,0.00523131114094896
RIO NEGRO,Avellaneda,Lamarque,62014070,15.0,2.0,0.0011625135868775468
RIO NEGRO,Avellaneda,Lamarque,62014070,25.0,1714.0,0.9962741439540574
RIO NEGRO,Avellaneda,Lamarque,62014070,35.0,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Lamarque,62014070,40.0,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Lamarque,62014070,50.0,155.0,0.09009480298300986
RIO NEGRO,Avellaneda,Lamarque,62014070,80.0,5.0,0.0029062839671938666
RIO NEGRO,Avellaneda,Lamarque,62014070,100.0,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Lamarque,62014070,200.0,2.0,0.0011625135868775468
RIO NEGRO,Avellaneda,Lamarque,62014070,500.0,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,0.5,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,0.512,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,2.0,2.0,0.0011625135868775468
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,5.0,34.0,0.019762730976918292
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,10.0,15.0,0.008718851901581599
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,15.0,2.0,0.0011625135868775468
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,20.0,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,25.0,1561.0,0.9073418545579252
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,35.0,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,50.0,244.0,0.14182665759906068
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,80.0,11.0,0.006393824727826507
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,100.0,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,200.0,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,500.0,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Pomona,62014090,0.512,1.0,0.0005812567934387734
RIO NEGRO,Avellaneda,Pomona,62014090,5.0,4.0,0.0023250271737550936
RIO NEGRO,Avellaneda,Pomona,62014090,10.0,2.0,0.0011625135868775468
RIO NEGRO,Avellaneda,Pomona,62014090,25.0,235.0,0.13659534645811172
RIO NEGRO,Avellaneda,Pomona,62014090,50.0,21.0,0.01220639266221424
RIO NEGRO,Avellaneda,Pomona,62014090,80.0,5.0,0.0029062839671938666
RIO NEGRO,Avellaneda,Pomona,62014090,200.0,1.0,0.0005812567934387734
RIO NEGRO,Bariloche,El Bolsón,62021030,0.512,2.0,0.0011625135868775468
RIO NEGRO,Bariloche,El Bolsón,62021030,2.0,42.0,0.02441278532442848
RIO NEGRO,Bariloche,El Bolsón,62021030,4.0,17.0,0.009881365488459146
RIO NEGRO,Bariloche,El Bolsón,62021030,6.0,2270.0,1.3194529211060153
RIO NEGRO,Bariloche,El Bolsón,62021030,10.0,1428.0,0.8300347010305683
RIO NEGRO,Bariloche,El Bolsón,62021030,12.0,99.0,0.05754442255043856
RIO NEGRO,Bariloche,El Bolsón,62021030,20.0,200.0,0.11625135868775466
RIO NEGRO,Bariloche,El Bolsón,62021030,25.0,1595.0,0.9271045855348434
RIO NEGRO,Bariloche,El Bolsón,62021030,50.0,609.0,0.35398538720421296
RIO NEGRO,Bariloche,El Bolsón,62021030,100.0,115.0,0.06684453124545893
RIO NEGRO,Bariloche,El Bolsón,62021030,150.0,32.0,0.01860021739004075
RIO NEGRO,Bariloche,El Foyel,62021040,0.512,1.0,0.0005812567934387734
RIO NEGRO,Bariloche,El Foyel,62021040,1.0,2.0,0.0011625135868775468
RIO NEGRO,Bariloche,Rio Villegas,62021050,2.0,6.0,0.0034875407606326397
RIO NEGRO,Bariloche,Rio Villegas,62021050,100.0,76.0,0.04417551630134677
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,0.0,15011.0,8.725245726309426
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,0.5,9.0,0.00523131114094896
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,0.512,3.0,0.0017437703803163198
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,0.75,261.0,0.15170802308751985
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,1.0,53.0,0.030806610052254987
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,2.0,3.0,0.0017437703803163198
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,3.0,1028.0,0.597531983655059
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,3.5,3397.0,1.9745293273115128
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,4.0,21.0,0.01220639266221424
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,5.0,29.0,0.016856447009724426
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,6.0,2326.0,1.3520033015385866
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,8.0,3429.0,1.9931295447015538
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,10.0,1266.0,0.735871100493487
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,12.0,536.0,0.3115536412831825
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,15.0,3050.0,1.7728332199882586
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,20.0,2977.0,1.730401474067228
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,25.0,122.0,0.07091332879953034
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,30.0,4646.0,2.7005190623165407
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,50.0,374.0,0.21739004074610124
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,90.0,10057.0,5.845699571613743
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,100.0,60.0,0.034875407606326396
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,180.0,463.0,0.26912189536215203
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,250.0,306.0,0.17786457879226464
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,300.0,189.0,0.10985753395992814
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,330.0,115.0,0.06684453124545893
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,520.0,40.0,0.023250271737550933
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,540.0,89.0,0.05173185461605082
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,1000.0,2.0,0.0011625135868775468
RIO NEGRO,Bariloche,Villa Catedral,62021080,3.5,11.0,0.006393824727826507
RIO NEGRO,Bariloche,Villa Catedral,62021080,8.0,25.0,0.014531419835969332
RIO NEGRO,Bariloche,Villa Catedral,62021080,15.0,96.0,0.055800652170122235
RIO NEGRO,Bariloche,Villa Catedral,62021080,30.0,2.0,0.0011625135868775468
RIO NEGRO,Bariloche,Villa Llao Llao,62021030,0.75,5.0,0.0029062839671938666
RIO NEGRO,Bariloche,Villa Llao Llao,62021030,3.5,40.0,0.023250271737550933
RIO NEGRO,Bariloche,Villa Llao Llao,62021030,8.0,73.0,0.04243174592103045
RIO NEGRO,Bariloche,Villa Llao Llao,62021030,15.0,104.0,0.060450706517632416
RIO NEGRO,Bariloche,Villa Los Coihues,62021100,0.512,1.0,0.0005812567934387734
RIO NEGRO,Bariloche,Villa Mascardi,62021110,20.0,4.0,0.0023250271737550936
RIO NEGRO,Conesa,General Conesa,62028020,0.512,1.0,0.0005812567934387734
RIO NEGRO,Conesa,General Conesa,62028020,3.5,5.0,0.0029062839671938666
RIO NEGRO,Conesa,General Conesa,62028020,8.0,5.0,0.0029062839671938666
RIO NEGRO,Conesa,General Conesa,62028020,15.0,78.0,0.04533802988822432
RIO NEGRO,Conesa,General Conesa,62028020,40.0,8.0,0.004650054347510187
RIO NEGRO,Conesa,OTROS,Sin Datos,0.5,1.0,0.0005812567934387734
RIO NEGRO,El Cuy,Aguada Guzmán,62035010,2.0,2.0,0.0011625135868775468
RIO NEGRO,El Cuy,Cerro Policía,62035020,0.0,1.0,0.0005812567934387734
RIO NEGRO,El Cuy,El Cuy,62035030,0.0,1.0,0.0005812567934387734
RIO NEGRO,El Cuy,El Cuy,62035030,0.256,1.0,0.0005812567934387734
RIO NEGRO,El Cuy,El Cuy,62035030,0.75,2.0,0.0011625135868775468
RIO NEGRO,El Cuy,El Cuy,62035030,2.0,1.0,0.0005812567934387734
RIO NEGRO,El Cuy,El Cuy,62035030,3.5,20.0,0.011625135868775466
RIO NEGRO,El Cuy,El Cuy,62035030,8.0,16.0,0.009300108695020374
RIO NEGRO,El Cuy,El Cuy,62035030,15.0,24.0,0.013950163042530559
RIO NEGRO,El Cuy,Las Perlas,62035040,0.512,1.0,0.0005812567934387734
RIO NEGRO,El Cuy,Las Perlas,62035040,4.0,10.0,0.005812567934387733
RIO NEGRO,El Cuy,Las Perlas,62035040,8.0,60.0,0.034875407606326396
RIO NEGRO,El Cuy,Las Perlas,62035040,10.0,74.0,0.04301300271446922
RIO NEGRO,El Cuy,Las Perlas,62035040,12.0,188.0,0.10927627716648938
RIO NEGRO,El Cuy,Las Perlas,62035040,50.0,20.0,0.011625135868775466
RIO NEGRO,El Cuy,Mencué,62035050,2.0,2.0,0.0011625135868775468
RIO NEGRO,El Cuy,Naupa Huen,62035060,2.0,1.0,0.0005812567934387734
RIO NEGRO,El Cuy,Valle Azul,62035080,0.512,1.0,0.0005812567934387734
RIO NEGRO,El Cuy,Valle Azul,62035080,3.0,1.0,0.0005812567934387734
RIO NEGRO,El Cuy,Valle Azul,62035080,5.0,25.0,0.014531419835969332
RIO NEGRO,El Cuy,Valle Azul,62035080,6.0,25.0,0.014531419835969332
RIO NEGRO,General Roca,Allen,62042010,0.0,2.0,0.0011625135868775468
RIO NEGRO,General Roca,Allen,62042010,0.256,1.0,0.0005812567934387734
RIO NEGRO,General Roca,Allen,62042010,0.512,2.0,0.0011625135868775468
RIO NEGRO,General Roca,Allen,62042010,0.75,9.0,0.00523131114094896
RIO NEGRO,General Roca,Allen,62042010,2.0,74.0,0.04301300271446922
RIO NEGRO,General Roca,Allen,62042010,3.0,238.0,0.13833911683842806
RIO NEGRO,General Roca,Allen,62042010,3.5,282.0,0.1639144157497341
RIO NEGRO,General Roca,Allen,62042010,4.0,55.0,0.031969123639132534
RIO NEGRO,General Roca,Allen,62042010,6.0,59.0,0.03429415081288763
RIO NEGRO,General Roca,Allen,62042010,8.0,768.0,0.4464052173609779
RIO NEGRO,General Roca,Allen,62042010,10.0,44.0,0.025575298911306027
RIO NEGRO,General Roca,Allen,62042010,15.0,660.0,0.3836294836695904
RIO NEGRO,General Roca,Allen,62042010,20.0,20.0,0.011625135868775466
RIO NEGRO,General Roca,Allen,62042010,30.0,2.0,0.0011625135868775468
RIO NEGRO,General Roca,Barda del Medio,62042030,0.512,1.0,0.0005812567934387734
RIO NEGRO,General Roca,Barda del Medio,62042030,3.0,230.0,0.13368906249091786
RIO NEGRO,General Roca,Barrio Destacamento,62042115,1.0,1.0,0.0005812567934387734
RIO NEGRO,General Roca,Barrio El Labrador,62042120,1.0,6.0,0.0034875407606326397
RIO NEGRO,General Roca,Barrio El Labrador,62042120,6.0,6.0,0.0034875407606326397
RIO NEGRO,General Roca,Barrio Guerrico,62042160,0.75,2.0,0.0011625135868775468
RIO NEGRO,General Roca,Barrio Guerrico,62042160,3.5,18.0,0.01046262228189792
RIO NEGRO,General Roca,Barrio Guerrico,62042160,8.0,27.0,0.01569393342284688
RIO NEGRO,General Roca,Barrio Guerrico,62042160,15.0,155.0,0.09009480298300986
RIO NEGRO,General Roca,Barrio Guerrico,62042160,30.0,89.0,0.05173185461605082
RIO NEGRO,General Roca,Catriel,62042360,0.512,2.0,0.0011625135868775468
RIO NEGRO,General Roca,Catriel,62042360,3.0,727.0,0.42257368882998825
RIO NEGRO,General Roca,Catriel,62042360,6.0,1.0,0.0005812567934387734
RIO NEGRO,General Roca,Catriel,62042360,50.0,1954.0,1.135775774379363
RIO NEGRO,General Roca,Catriel,62042360,100.0,419.0,0.243546596450846
RIO NEGRO,General Roca,Cervantes,62042370,0.5,1.0,0.0005812567934387734
RIO NEGRO,General Roca,Cervantes,62042370,0.512,3.0,0.0017437703803163198
RIO NEGRO,General Roca,Cervantes,62042370,3.0,139.0,0.0807946942879895
RIO NEGRO,General Roca,Cervantes,62042370,4.0,25.0,0.014531419835969332
RIO NEGRO,General Roca,Cervantes,62042370,5.0,37.0,0.02150650135723461
RIO NEGRO,General Roca,Cervantes,62042370,6.0,54.0,0.03138786684569376
RIO NEGRO,General Roca,Cervantes,62042370,50.0,1.0,0.0005812567934387734
RIO NEGRO,General Roca,Chichinales,62042380,0.512,4.0,0.0023250271737550936
RIO NEGRO,General Roca,Chichinales,62042380,3.0,69.0,0.04010671874727536
RIO NEGRO,General Roca,Chichinales,62042380,4.0,18.0,0.01046262228189792
RIO NEGRO,General Roca,Chichinales,62042380,5.0,45.0,0.0261565557047448
RIO NEGRO,General Roca,Chichinales,62042380,6.0,45.0,0.0261565557047448
RIO NEGRO,General Roca,Chichinales,62042380,10.0,48.0,0.027900326085061117
RIO NEGRO,General Roca,Chichinales,62042380,20.0,2.0,0.0011625135868775468
RIO NEGRO,General Roca,Cinco Saltos,62042390,0.512,1.0,0.0005812567934387734
RIO NEGRO,General Roca,Cinco Saltos,62042390,0.75,4.0,0.0023250271737550936
RIO NEGRO,General Roca,Cinco Saltos,62042390,2.0,55.0,0.031969123639132534
RIO NEGRO,General Roca,Cinco Saltos,62042390,3.0,373.0,0.21680878395266245
RIO NEGRO,General Roca,Cinco Saltos,62042390,3.5,298.0,0.17321452444475444
RIO NEGRO,General Roca,Cinco Saltos,62042390,4.0,208.0,0.12090141303526483
RIO NEGRO,General Roca,Cinco Saltos,62042390,5.0,200.0,0.11625135868775466
RIO NEGRO,General Roca,Cinco Saltos,62042390,6.0,465.0,0.2702844089490296
RIO NEGRO,General Roca,Cinco Saltos,62042390,8.0,721.0,0.41908614806935557
RIO NEGRO,General Roca,Cinco Saltos,62042390,10.0,117.0,0.06800704483233648
RIO NEGRO,General Roca,Cinco Saltos,62042390,11.0,18.0,0.01046262228189792
RIO NEGRO,General Roca,Cinco Saltos,62042390,15.0,841.0,0.4888369632820084
RIO NEGRO,General Roca,Cinco Saltos,62042390,20.0,7.0,0.004068797554071414
RIO NEGRO,General Roca,Cinco Saltos,62042390,30.0,64.0,0.0372004347800815
RIO NEGRO,General Roca,Cinco Saltos,62042390,50.0,17.0,0.009881365488459146
RIO NEGRO,General Roca,Cinco Saltos,62042390,60.0,46.0,0.026737812498183574
RIO NEGRO,General Roca,Cinco Saltos,62042390,80.0,56.0,0.03255038043257131
RIO NEGRO,General Roca,Cinco Saltos,62042390,100.0,2827.0,1.643212955051412
RIO NEGRO,General Roca,Cinco Saltos,62042390,120.0,67.0,0.038944205160397816
RIO NEGRO,General Roca,Cinco Saltos,62042390,300.0,656.0,0.3813044564958353
RIO NEGRO,General Roca,Cipolletti,62042400,0.0,6.0,0.0034875407606326397
RIO NEGRO,General Roca,Cipolletti,62042400,0.256,1.0,0.0005812567934387734
RIO NEGRO,General Roca,Cipolletti,62042400,0.5,1.0,0.0005812567934387734
RIO NEGRO,General Roca,Cipolletti,62042400,0.512,3.0,0.0017437703803163198
RIO NEGRO,General Roca,Cipolletti,62042400,0.75,1.0,0.0005812567934387734
RIO NEGRO,General Roca,Cipolletti,62042400,1.0,3.0,0.0017437703803163198
RIO NEGRO,General Roca,Cipolletti,62042400,2.0,90.0,0.0523131114094896
RIO NEGRO,General Roca,Cipolletti,62042400,3.0,333.0,0.1935585122151115
RIO NEGRO,General Roca,Cipolletti,62042400,3.5,1.0,0.0005812567934387734
RIO NEGRO,General Roca,Cipolletti,62042400,4.0,92.0,0.05347562499636715
RIO NEGRO,General Roca,Cipolletti,62042400,5.0,8.0,0.004650054347510187
RIO NEGRO,General Roca,Cipolletti,62042400,6.0,149.0,0.08660726222237722
RIO NEGRO,General Roca,Cipolletti,62042400,8.0,54.0,0.03138786684569376
RIO NEGRO,General Roca,Cipolletti,62042400,10.0,170.0,0.09881365488459146
RIO NEGRO,General Roca,Cipolletti,62042400,12.0,44.0,0.025575298911306027
RIO NEGRO,General Roca,Cipolletti,62042400,15.0,72.0,0.04185048912759168
RIO NEGRO,General Roca,Cipolletti,62042400,20.0,62.0,0.036037921193203946
RIO NEGRO,General Roca,Cipolletti,62042400,30.0,89.0,0.05173185461605082
RIO NEGRO,General Roca,Cipolletti,62042400,50.0,1243.0,0.7225021942443952
RIO NEGRO,General Roca,Cipolletti,62042400,60.0,100.0,0.05812567934387733
RIO NEGRO,General Roca,Cipolletti,62042400,80.0,72.0,0.04185048912759168
RIO NEGRO,General Roca,Cipolletti,62042400,100.0,9550.0,5.551002377340286
RIO NEGRO,General Roca,Cipolletti,62042400,120.0,90.0,0.0523131114094896
RIO NEGRO,General Roca,Cipolletti,62042400,300.0,9343.0,5.430682221098459
RIO NEGRO,General Roca,Cipolletti,62042400,500.0,399.0,0.23192146058207055
RIO NEGRO,General Roca,Cipolletti,62042400,1000.0,137.0,0.07963218070111194
RIO NEGRO,General Roca,Contralmirante Cordero,62042410,0.512,1.0,0.0005812567934387734
